unique_sciname,unique_common_name,genus_name,species_name
acer platanoides,almira norway maple,acer,platanoides
ulmus hollandica   x,dutch elm,ulmus,hollandica
viburnum lentago,nannyberry,viburnum,lentago
aralia elata,japanese angelica tree,aralia,elata
acer platanoides,green mountain norway maple,acer,platanoides
fagus sylvatica,redleaf beech,fagus,sylvatica
davidia involucrata,dove or handkerchief tree,davidia,involucrata
cornus florida,rainbow dogwood,cornus,florida
acer nigrum,green column black maple,acer,nigrum
quercus palustris,sovereign pin oak,quercus,palustris
laurus nobilis,bay laurel,laurus,nobilis
ficus species,fig species species,ficus,species
prunus serrulata,accolade cherry,prunus,serrulata
parrotia persica,persian spire upright ironwood,parrotia,persica
cedrus species,cedar species,cedrus,species
magnolia kewensis x,magnolia wada,magnolia,kewensis
fagus sylvatica,weeping beech,fagus,sylvatica
malus baccata,rosthern crabapple,malus,baccata
ginkgo biloba,fastigiata maidenhair tree,ginkgo,biloba
calocedrus decurrens,california incense cedar,calocedrus,decurrens
crataegus xx,vaughn hawthorn,crataegus,xx
hippophae rhamnoides,sea buckthorn,hippophae,rhamnoides
corylus americana,american filbert,corylus,americana
acer palmatum,shojo japanese maple,acer,palmatum
pyrus calleryana,redspire pear,pyrus,calleryana
carpinus species,hornbeam species,carpinus,species
cedrus deodara,little fountain deodar cedar,cedrus,deodara
fraxinus excelsior,hesse,fraxinus,excelsior
corylus maxima,giant filbert,corylus,maxima
acer platanoides,elwood norway maple,acer,platanoides
ulmus davidiana,discovery elm,ulmus,davidiana
picea sitchensis,sitka spruce,picea,sitchensis
cornus florida,tricolor dogwood,cornus,florida
metasequoia glyptostroboides,gold rush dawn redwood,metasequoia,glyptostroboides
betula pendula,weeping cutleaf birch,betula,pendula
prunus lusitanica,portuguese laurel,prunus,lusitanica
acer pseudoplatanus,variegated sycamore maple,acer,pseudoplatanus
pinus sylvestris,dwarf scotch pine,pinus,sylvestris
thuja orientalis,oriental arborvitae,thuja,orientalis
,greenlace norway maple,NA,NA
,commom juniper,NA,NA
,siebold,NA,NA
,oriental plane tree,NA,NA
,stinking ash,NA,NA
,yulan magnolia,NA,NA
,filbert species,NA,NA
,threadleaf japanese maple,NA,NA
,european purple birch,NA,NA
,epaulette tree,NA,NA
,sterling silver linden,NA,NA
,crimson queen japanese maple,NA,NA
,miyako cherry,NA,NA
,silver lining silver linden,NA,NA
,umbrella catalpa,NA,NA
,arborvitae species,NA,NA
,oregon ash,NA,NA
,turner,NA,NA
,englemann spruce,NA,NA
,saratoga ginkgo,NA,NA
,vilmorin mountain ash,NA,NA
,golden catalpa,NA,NA
,umbrella pine,NA,NA
,greenlace japanese maple,NA,NA
,veitch magnolia,NA,NA
,fall gold black ash,NA,NA
,japanese walnut,NA,NA
,american beauty crabapple,NA,NA
,leprechaun ash,NA,NA
,state street miyabe maple,NA,NA
,watson,NA,NA
,vanderwolfs pine,NA,NA
,pacific madrone/arbutus,NA,NA
,dr. pirone,NA,NA
,burgandy lace japanese  maple,NA,NA
,street keeper honeylocust,NA,NA
,chinese redbud avondale,NA,NA
,amanogawa japanese cherry,NA,NA
,dd blanshard magnolia,NA,NA
,faassen,NA,NA
,walnut species,NA,NA
,sweetbay magnolia moonglow,NA,NA
,silver queen maple,NA,NA
,camperdown elm,NA,NA
,plume cryptomeria,NA,NA
,venus dogwood,NA,NA
,globe catalpa,NA,NA
,harlequin ah,NA,NA
,golden colonnade ginkgo,NA,NA
,golden hinoki falsecypress,NA,NA
,sweetgum species,NA,NA
,white himalayan birch,NA,NA
,paperbark cherry,NA,NA
,catalpa species,NA,NA
,urban sunset maple,NA,NA
,hoop,NA,NA
,rivers purple beech,NA,NA
,parkway maple,NA,NA
,turkish mountain ash,NA,NA
,celebration red maple,NA,NA
,red rage blackgum,NA,NA
,june snow giant dogwood,NA,NA
,autumn splendor chestnut,NA,NA
,orangebark stewartia,NA,NA
,magnolia purple sensation,NA,NA
,joseph rock mountain ash,NA,NA
,cheals weeping cherry,NA,NA
,weeping nootka cypress,NA,NA
,shawnee brave bald cypress,NA,NA
,easy street norway maple,NA,NA
,harvest orange maple,NA,NA
,purple likiang spruce,NA,NA
,fullmoon maple,NA,NA
,laburnum species,NA,NA
,eastern mountain maple,NA,NA
,midget crabapple,NA,NA
,susan magnolia,NA,NA
,queen elizabeth norway maple,NA,NA
,skymaster english oak,NA,NA
,huangshan magnolia,NA,NA
,southern beech,NA,NA
,royal splendor crabapple,NA,NA
,aurora dogwood,NA,NA
,golden caucasian maple,NA,NA
,jade green norway maple,NA,NA
,glorybower,NA,NA
,pink flowering japanese snowbe,NA,NA
,noble fir,NA,NA
,purple leaf hazelnut,NA,NA
,purple catalpa,NA,NA
,india plum,NA,NA
,starlight dogwood,NA,NA
,southern sugar maple,NA,NA
,chinese wingnut,NA,NA
,kashmir cedar,NA,NA
,golden ash,NA,NA
,douglas maple,NA,NA
,allgold european ash,NA,NA
,alia,NA,NA
,crimson sunset norway maple,NA,NA
,pyramid black locust,NA,NA
,michelia tree,NA,NA
,blue nootka cypress,NA,NA
,upright persian ironwood,NA,NA
,meserve holly,NA,NA
,henry maple,NA,NA
,red lotus tree,NA,NA
,weeping katsura tree,NA,NA
,california redwood,NA,NA
,eley flowering crabapple,NA,NA
,flame amur maple,NA,NA
,cherokee sweetgum,NA,NA
,weeping mulberry,NA,NA
,streetside hedge maple,NA,NA
,rossica major rowan,NA,NA
,upright mountain ash,NA,NA
,summer chocolate mimosa tree,NA,NA
,pyramidal singleseed hawthorn,NA,NA
,weeping higan cherry,NA,NA
,variegated box elder,NA,NA
,gray poplar,NA,NA
,chinese crabapple,NA,NA
,diversifolia european ash,NA,NA
,himalayan white pine,NA,NA
,saskatoon berry,NA,NA
,jonagold apple,NA,NA
,manchurian birch,NA,NA
,japanese chestnut,NA,NA
,mulan magnolia,NA,NA
,contorted filbert,NA,NA
,golden oriental arborvitae,NA,NA
,corigo giant dogwood,NA,NA
,weeping goldenchain,NA,NA
,cutleaf english walnut,NA,NA
,sun valley red maple,NA,NA
,american dream swamp white oak,NA,NA
,cobblestone oak,NA,NA
,broadpetal lily tree,NA,NA
,cleveland norway maple,NA,NA
,swat magret purple beech,NA,NA
,eta filbert,NA,NA
,jade prince dawn redwood,NA,NA
,chinese tupelo,NA,NA
,oak leaf mountain ash,NA,NA
,golden candle goldenrain tree,NA,NA
,jefferson filbert,NA,NA
,fat albert blue spruce,NA,NA
,columnar swedish aspen,NA,NA
,korean stewartia,NA,NA
,"magnolia ""charles coates""",NA,NA
,rose sargent crabapple,NA,NA
,weeping sequoia,NA,NA
,sargent crabapple,NA,NA
,caucasian wing nut,NA,NA
,ginger gold apple,NA,NA
,nordman fir,NA,NA
,yamhill filbert,NA,NA
,celestial shadow dogwood,NA,NA
,bitter cherry,NA,NA
,scouler,NA,NA
,purple giant filbert,NA,NA
,true shade honeylocust,NA,NA
,contorted shore pine,NA,NA
,china fir,NA,NA
,dawson,NA,NA
,zeni magnolia,NA,NA
,pendulous hybrid crabapple,NA,NA
,mountainmoon evergreen dogwood,NA,NA
,select green austrian pine,NA,NA
,chinese birch,NA,NA
,tea crabapple,NA,NA
,bosc pear,NA,NA
,castor aralia,NA,NA
quercus robur fastigiata,columnar english oak,quercus,robur
carpinus species,hornbeam,carpinus,species
liquidambar rotundiloba,rotundiloba sweetgum,liquidambar,rotundiloba
ginkgo biloba ,ginkgo ,ginkgo,biloba
pyrus calleryana ,bradford callery pear,pyrus,calleryana
ulmus americana ,new harmony elm,ulmus,americana
platanus species,plane tree,platanus,species
liquidambar styraciflua ,sweetgum ,liquidambar,styraciflua
ulmus ,elm ,NA,NA
tilia americana ,redmond american linden,tilia,americana
liquidambar stryaciflua ,sweetgum ,liquidambar,stryaciflua
gleditsia triacanthos var. inermis ,skyline honeylocust,gleditsia,triacanthos
carpinus betulus,hornbeam ,carpinus,betulus
quercus montana,rock chestnut oak,quercus,montana
ulmus carpinifolia,siberian elm,ulmus,carpinifolia
cercis species,redbud,cercis,species
zelkova serrata ,green vase japanese zelkova,zelkova,serrata
platanus x acerifolia ,exclamation london planetree,platanus,acerifolia
liquidambar styraciflua ,slender silhouette sweetgum,liquidambar,styraciflua
prunus yedoensis,prunus x yedoensis,prunus,yedoensis
gleditsia triacanthos var. inermis,thornless honeylocust,gleditsia,triacanthos
malus species,crabapple,malus,species
prunus ,cherry ,NA,NA
amelanchier laevis,alleghany serviceberry,amelanchier,laevis
ostrya virginiana,american hop hornbeam,ostrya,virginiana
tilia americana ,american sentry linden,tilia,americana
gleditsia species,honeylocust,gleditsia,species
gleditsia triacanthos var. inermis ,shademaster honeylocust,gleditsia,triacanthos
styphnolobium japonicum,japanese pagodatree,styphnolobium,japonicum
acer truncatum ,shantung maple,acer,truncatum
prunus serrulata ,kwanzan cherry,prunus,serrulata
acer rubrum columnare,columnare red maple,acer,rubrum
cornus kousa,dogwood ,cornus,kousa
aesculus carnea,red horsechestnut,aesculus,carnea
cornus florida var . rubra,,cornus,florida
carpinus betulus ,european hornbeam,carpinus,betulus
cornus florida ,cherokee princess dogwood,cornus,florida
malus ,arnold crabapple,NA,NA
prunus ,okame cherry,NA,NA
syringa reticulata ,ivory silk japanese tree lilac,syringa,reticulata
crataegus viridis ,winter king green hawthorn,crataegus,viridis
magnolia virginiana ,moonglow sweet bay magnolia,magnolia,virginiana
gleditsia triacanthos var. inermis ,moraine honeylocust,gleditsia,triacanthos
malus ,donald wyman crabapple,NA,NA
amelanchier x grandiflora ,autumn brilliance service berry,amelanchier,grandiflora
pyrus calleryana ,whitehouse callery pear,pyrus,calleryana
magnolia liliflora x sprengeri,magnolia ,magnolia,liliflora
acer truncatum ,maple,acer,truncatum
malus ,adirondack crabapple,NA,NA
betula nigra ,dura heat,betula,nigra
tilia species,linden,tilia,species
quercus nigra,water oak,quercus,nigra
quercus falcata,willow oak,quercus,falcata
crataegus oxyacantha superba ,crimson cloud hawthorn,crataegus,oxyacantha
nyssa sylvatica ,wildfire blackgum,nyssa,sylvatica
quercus palustris ,green pillar oak,quercus,palustris
lagerstroemia indica ,crape myrtle ,lagerstroemia,indica
prunus ,snowgoose cherry,NA,NA
ulmus parvifolia ,bosque elm,ulmus,parvifolia
zelkova serrata ,chinese elm,zelkova,serrata
zelkova serrata ,village green japanese zelkova,zelkova,serrata
malus ,crabapple ,NA,NA
platanus x acerifolia,exclamation london planetree,platanus,acerifolia
acer platanoides ,deborah norway maple,acer,platanoides
paulownia tomentosa,royal paulownia,paulownia,tomentosa
acer rubrum,sugar maple,acer,rubrum
lagerstroemia indica ,natchez crapemyrtle,lagerstroemia,indica
prunus mume,japanese apricot,prunus,mume
quercus ,darlington oak,NA,NA
crataegus lavallei,lavalle hawthorn,crataegus,lavallei
quercus palustris ,sovereign pin oak,quercus,palustris
pinus palustris,pin oak,pinus,palustris
quercus pagoda,cherrybark oak,quercus,pagoda
ulmus pioneer,pioneer elm,ulmus,pioneer
acer campestre,red maple,acer,campestre
ostrya virginiana,american hornbeam,ostrya,virginiana
prunus subhirtella var. autumnalis,cherry,prunus,subhirtella
cornus florida x kousa ,dogwood ,cornus,florida
acer platanoides ,scarlet oak,acer,platanoides
ulmus hollandica ,groenveldt dutch elm,ulmus,hollandica
magnolia grandiflora ,bracken,magnolia,grandiflora
carya species,hickory,carya,species
ginkgo biloba ,ginkgo princeton sentry,ginkgo,biloba
gleditsia species,shademaster honeylocust,gleditsia,species
cercis canadensis,forest pansy redbud,cercis,canadensis
liquidambar rotundiloba,sweetgum,liquidambar,rotundiloba
quercus x warei,oak,quercus,warei
liquidambar styraciflua ,rotundiloba sweetgum,liquidambar,styraciflua
platanus x acerifolia,littleleaf linden,platanus,acerifolia
pistacia chinensis,chinese pistachio,pistacia,chinensis
fraxinus pennsylvanica lanceolata,green ash,fraxinus,pennsylvanica
malus ,snowdrift crabapple,NA,NA
gleditsia triacanthos var. inermis ,imperial honeylocust,gleditsia,triacanthos
lagerstroemia indica ,tuscarora crapemyrtle,lagerstroemia,indica
prunus yedoensis,prunus x yodoensis,prunus,yedoensis
acer negundo,boxelder maple,acer,negundo
lagerstroemia indica ,crape myrtle,lagerstroemia,indica
gymnocladus dioicus ,kentucky coffeetree,gymnocladus,dioicus
platanus x acerifolia,swamp white oak,platanus,acerifolia
amelanchier species,apple serviceberry,amelanchier,species
liquidambar styraciflua ,sweetgum,liquidambar,styraciflua
persimmon diospyros virginia,persimmon diospyros virginia,persimmon,diospyros
maackia amurensis,amur maakia,maackia,amurensis
tilia cordata ,glenleven linden,tilia,cordata
gleditsia triacanthos var. inermis ,sunburst honeylocust,gleditsia,triacanthos
styphnolobium japonicum ,regent japanese pagodatree,styphnolobium,japonicum
populus species,poplar,populus,species
cornus x ,celestial flowering dogwood,NA,NA
prunus virginiana ,canada red chekecherry,prunus,virginiana
betula nigra ,cully,betula,nigra
quercus shumardii,swamp white oak,quercus,shumardii
eucommia ulmoides,willow oak,eucommia,ulmoides
cercis chinensis,chinese redbud,cercis,chinensis
prunus serrulata ,snowgoose cherry,prunus,serrulata
ulmus americana,serviceberry,ulmus,americana
ulmus pumila,american elm,ulmus,pumila
quercus marilandica,blackjack oak,quercus,marilandica
thuja occidentalis,abrovitae,thuja,occidentalis
prunus serrulata ,cherry ,prunus,serrulata
celtis occidentalis,river birch,celtis,occidentalis
laburnum species,golden chain tree,laburnum,species
amelanchier arborea,alleghany serviceberry,amelanchier,arborea
acer buergerianum,hedge maple,acer,buergerianum
ginkgo biloba,ginkgo ,ginkgo,biloba
ulmus parvifolia ,chinese elm,ulmus,parvifolia
acer ginnala,elm,acer,ginnala
quercus species,nuttall oak,quercus,species
quercus palustris,accolade elm,quercus,palustris
ulmus americana ,elm,ulmus,americana
cornus florida x kousa ,stellar pink dogwood,cornus,florida
magnolia x ,butterfly magnolia,NA,NA
cedrus deodora,deodar cedar,cedrus,deodora
ulmus americana ,american elm,ulmus,americana
quercus laevis,turkey oak,quercus,laevis
carpinus betulus ,hornbeam ,carpinus,betulus
zelkova serrata ,halka zelkova,zelkova,serrata
cercis canadensis ,rising sun redbud,cercis,canadensis
metasequoia glyptostroboides,bald cypress,metasequoia,glyptostroboides
prunus species,trident maple,prunus,species
prunus subhirtella var. autumnalis,higan cherry,prunus,subhirtella
magnolia species,saucer magnolia,magnolia,species
acer saccharum ,columnare sugar maple,acer,saccharum
ulmus hollandica blandford,blandford dutch elm,ulmus,hollandica
quercus bicolor,willow oak,quercus,bicolor
ulmus hollandica ,commelin dutch elm,ulmus,hollandica
cercis reniformis ,oklahoma redbud,cercis,reniformis
quercus michauxii,swamp chestnut oak,quercus,michauxii
liriodendron tulipifera ,little volunteer tuliptree,liriodendron,tulipifera
acer platanoides ,summershade norway maple,acer,platanoides
lagerstroemia indica ,muskogee crapemyrtle,lagerstroemia,indica
acer saccharum ,seneca chief sugar maple,acer,saccharum
ginkgo biloba ,american sentry linden,ginkgo,biloba
quercus shumardii,nuttall oak,quercus,shumardii
nyssa sylvatica ,blackgum,nyssa,sylvatica
quercus palustris,red oak,quercus,palustris
quercus species,chestnut oak,quercus,species
syringa reticulata subsp. pekinensis ,peking tree lilac,syringa,reticulata
fagus sylvatica ,copper beech,fagus,sylvatica
platanus x acerifolia,american sycamore,platanus,acerifolia
quercus ilicifolia,bear oak,quercus,ilicifolia
acer negundo,adirondack crabapple,acer,negundo
amelanchier species,downy serviceberry,amelanchier,species
prunus ,chokecherry,NA,NA
acer buergerianum,abrovitae,acer,buergerianum
cladrastis kentukea,kentucky coffeetree,cladrastis,kentukea
liriodendron tulipifera ,compactum tuliptree,liriodendron,tulipifera
acer campestre,american sentry linden,acer,campestre
ulmus hollandica ,bea schwartz dutch elm,ulmus,hollandica
halesia tetraptera,mountain silverbell,halesia,tetraptera
tilia euchlora,crimean linden,tilia,euchlora
prunus ,crape myrtle,NA,NA
celtis laevigata,hackberry,celtis,laevigata
gleditsia triacanthos var. inermis ,honeylocust,gleditsia,triacanthos
celtis occidentalis,sugarberry,celtis,occidentalis
quercus muehlenbergii,american chinquapin,quercus,muehlenbergii
quercus robur ,english oak ,quercus,robur
nyssa sylvatica,sweetgum ,nyssa,sylvatica
platanus x acerifolia,plane tree,platanus,acerifolia
quercus x warei,pringreen green pillar oak,quercus,warei
platanus occidentalis,sycamore maple,platanus,occidentalis
tilia species,silver linden,tilia,species
acer rubrum,columnare red maple,acer,rubrum
platanus species,london plane tree,platanus,species
tilia americana ,american linden,tilia,americana
gymnocladus dioicus ,stately manor kentucky coffeetree,gymnocladus,dioicus
acer x freemanii,october glory red maple,acer,freemanii
acer ginnala,bald cypress,acer,ginnala
prunus serrulata ,purple leaf plum,prunus,serrulata
acer truncatum ,freeman maple,acer,truncatum
acer x freemanii,deadfree elm,acer,freemanii
quercus lyrata,american sycamore,quercus,lyrata
acer platanoides ,ginkgo ,acer,platanoides
cercidiphyllum japonicum,chinese pistache,cercidiphyllum,japonicum
quercus lyrata,white oak,quercus,lyrata
zelkova serrata ,myrimar zelkova,zelkova,serrata
liquidambar styraciflua,sweetgum ,liquidambar,styraciflua
betula nigra ,birch,betula,nigra
ulmus species,cherry,ulmus,species
acer negundo,trident maple,acer,negundo
ulmus ,new horizon elm,NA,NA
ostrya virginiana,hornbeam,ostrya,virginiana
ostrya virginiana,eastern redbud,ostrya,virginiana
ulmus species,jefferson elm,ulmus,species
quercus palustris ,pringreen green pillar oak,quercus,palustris
lagerstroemia indica,crape myrtle ,lagerstroemia,indica
magnolia virginiana ,sweetbay magnolia,magnolia,virginiana
acer species,freeman maple,acer,species
cornus florida x kousa ,dogwood,cornus,florida
acer platanoides ,columnare norway maple,acer,platanoides
prunus serrulata ,sugar maple,prunus,serrulata
magnolia virginiana,moonglow sweet bay magnolia,magnolia,virginiana
ulmus ,pioneer elm,NA,NA
quercus phellos,willow,quercus,phellos
prunus cerasifera ,thunder cloud plum,prunus,cerasifera
